# title: 2022 President by City/Municipality
# unit: votes
# mode: lead
# colors: Bongbong Marcos=#bb1e1e; Leni Robredo=#ec1c8f; Manny Pacquiao=#33a02c; Isko Moreno=#1f78b4; Ping Lacson=#6a3d9a; Faisal Mangondato=#999999; Ernesto Abella=#7f7f7f; Leody de Guzman=#ff7f00; Norberto Gonzales=#8c510a; Jose Montemayor=#b15928
# series: Bongbong Marcos; Leni Robredo; Manny Pacquiao; Isko Moreno; Ping Lacson; Faisal Mangondato; Ernesto Abella; Leody de Guzman; Norberto Gonzales; Jose Montemayor
# Source: COMELEC 2022 transparency results (public domain, RA 8293 s.176)
psgc,label,Bongbong Marcos,Leni Robredo,Manny Pacquiao,Isko Moreno,Ping Lacson,Faisal Mangondato,Ernesto Abella,Leody de Guzman,Norberto Gonzales,Jose Montemayor
1206502000,COLUMBIO,9518,2644,1640,377,73,102,50,25,33,14
1206503000,ESPERANZA,22356,4934,3122,751,466,182,104,78,87,39
1206504000,ISULAN,28791,11150,2855,1050,534,395,111,64,79,42
1206505000,KALAMANSIG,13694,3514,2334,824,166,183,87,71,76,56
1206506000,LEBAK,29430,5982,3353,1031,410,402,181,121,99,69
1206507000,LUTAYAN,32276,543,202,203,41,24,11,6,16,10
1206508000,LAMBAYONG,21171,7976,464,1696,172,310,286,52,58,22
1206509000,PALIMBANG,10181,8208,4381,1764,100,1878,183,45,92,39
1206510000,PRESIDENT QUIRINO,16790,2831,436,596,77,205,57,64,24,14
1206511000,CITY OF TACURONG,37062,7481,2435,1195,794,254,96,85,75,51
1206512000,SEN. NINOY AQUINO,11830,2096,4622,257,123,59,129,80,80,32
1208001000,ALABEL,13253,2201,26354,305,239,78,86,74,62,129
1208002000,GLAN,13829,2467,35341,348,214,139,149,74,121,88
1208003000,KIAMBA,11662,1575,15403,336,175,318,88,55,45,85
1208004000,MAASIM,9846,1699,20222,301,100,254,90,39,30,58
1208005000,MAITUM,9822,1867,10195,264,94,255,77,37,40,119
1208006000,MALAPATAN,7726,2414,22770,306,118,290,94,39,132,72
1208007000,MALUNGON,13224,1559,33209,294,214,40,160,76,80,117
1600201000,BUENAVISTA,34757,3722,3384,546,221,81,83,44,85,76
1630400000,CITY OF BUTUAN,134672,24861,14890,5940,1898,269,698,346,661,209
1600203000,CITY OF CABADBARAN,38459,2566,2785,281,182,65,29,29,70,38
1600204000,CARMEN,8194,1131,1866,142,49,10,45,21,43,31
1600205000,JABONGA,9381,1471,2344,114,77,7,51,44,41,16
1600206000,KITCHARAO,8482,1090,1604,116,47,16,16,18,14,10
1600207000,LAS NIEVES,10983,1975,3018,246,68,13,92,28,46,22
1600208000,MAGALLANES,9803,1392,1968,265,107,32,25,29,21,26
1600209000,NASIPIT,19006,2158,2793,408,218,39,49,28,43,46
1600210000,SANTIAGO,6361,3220,2250,76,44,10,36,26,37,17
1600211000,TUBAY,13651,1488,2241,179,62,0,55,14,16,25
1600212000,REMEDIOS T. ROMUALDEZ,7515,1129,1927,164,87,2,27,16,36,18
1600301000,CITY OF BAYUGAN,23830,22176,3866,488,244,40,163,58,106,33
1600302000,BUNAWAN,8541,8883,1875,116,62,13,23,12,22,18
1600303000,ESPERANZA,10265,10926,2263,108,67,19,532,33,75,21
1600304000,LA PAZ,6731,4455,3394,119,44,11,113,26,37,21
1600305000,LORETO,1526,17380,485,35,18,4,41,10,42,12
1600306000,PROSPERIDAD,17752,16827,3709,292,181,30,137,68,115,46
1600307000,ROSARIO,14742,5999,4641,270,147,23,110,78,70,34
1600308000,SAN FRANCISCO,23315,9857,6228,483,297,25,72,50,119,45
1600309000,SAN LUIS,6686,6916,1442,88,51,4,59,32,42,12
1600310000,SANTA JOSEFA,6390,7323,666,112,68,7,67,25,44,31
1600311000,TALACOGON,9470,4877,2837,234,97,12,74,41,46,22
1600312000,TRENTO,11269,14429,1322,219,160,13,74,39,64,75
1600313000,VERUELA,4728,10862,597,84,54,10,71,17,52,50
1600314000,SIBAGAT,8065,4288,2734,149,77,10,66,30,34,14
1606701000,ALEGRIA,8464,1057,1101,174,66,28,42,42,33,16
1606702000,BACUAG,6304,1249,931,176,77,9,23,16,20,15
1606704000,BURGOS,1717,1050,252,40,24,0,8,4,7,0
1606706000,CLAVER,17836,2127,1945,381,151,40,48,51,35,39
1606707000,DAPA,13071,2561,2132,236,154,96,91,23,44,22
1606708000,DEL CARMEN,5711,2197,1036,135,108,7,55,22,39,13
1606710000,GENERAL LUNA,9219,3410,1255,235,150,16,52,32,41,31
1606711000,GIGAQUIT,8708,1659,1497,184,150,10,36,23,35,19
1606714000,MAINIT,10734,2697,2178,267,128,10,218,22,34,20
1606715000,MALIMONO,8977,1281,1104,159,73,8,27,17,27,9
1606716000,PILAR,3629,2125,620,49,40,3,16,10,40,6
1606717000,PLACER,13216,1978,1698,318,391,27,47,34,35,23
1606718000,SAN BENITO,3469,627,450,64,37,4,4,6,8,7
1606719000,SAN FRANCISCO,8684,1486,1253,226,116,7,22,18,17,29
1606720000,SAN ISIDRO,4038,1116,725,64,60,6,9,1,8,5
1606721000,SANTA MONICA,3606,1640,728,81,63,2,13,12,19,3
1606722000,SISON,7333,910,1004,146,91,5,17,8,11,10
1606723000,SOCORRO,14389,513,409,58,42,3,20,6,16,9
1606724000,CITY OF SURIGAO,63274,14345,8193,1868,1187,213,259,159,220,98
1606725000,TAGANA-AN,7680,1358,1492,227,113,14,29,26,35,15
1606727000,TUBOD,7135,842,889,175,73,5,26,14,22,24
1606801000,BAROBO,17600,3340,6527,481,181,41,174,76,175,46
1606802000,BAYABAS,4396,531,641,67,39,5,6,19,7,3
1606803000,CITY OF BISLIG,42067,5813,6888,997,639,122,150,164,137,105
1606804000,CAGWAIT,8813,1353,2511,136,81,8,33,17,28,22
1606805000,CANTILAN,13857,3462,2105,503,202,32,43,54,39,45
1606806000,CARMEN,5444,727,482,92,42,6,24,23,16,7
1606807000,CARRASCAL,9771,1763,2194,277,152,8,28,72,26,37
1606808000,CORTES,7965,1213,1585,178,66,13,23,31,23,13
1606809000,HINATUAN,15368,3718,5430,559,194,36,89,92,72,207
1606810000,LANUZA,5987,831,866,149,67,5,21,29,19,25
1606811000,LIANGA,13331,2310,2518,269,110,33,50,45,65,22
1606812000,LINGIG,10786,2503,4281,362,111,14,66,127,64,43
1606813000,MADRID,8008,1563,793,282,110,72,19,41,27,24
1606814000,MARIHATAG,8253,1463,1819,163,58,7,19,43,20,18
1606815000,SAN AGUSTIN,9452,1257,969,199,57,8,44,52,20,16
1606816000,SAN MIGUEL,14863,1993,4165,181,95,15,44,108,46,31
1606817000,TAGBINA,12127,2459,6991,300,151,23,75,80,108,58
1606818000,TAGO,15545,2850,4454,314,133,13,57,84,57,20
1606819000,CITY OF TANDAG,25544,6663,3413,570,373,121,59,141,57,37
1608501000,BASILISA,9677,1205,493,100,38,9,27,17,18,15
1608502000,CAGDIANAO,6337,2301,707,108,63,11,54,35,37,11
1608503000,DINAGAT,4720,1362,235,71,37,3,21,17,16,8
1608504000,LIBJO,7210,1465,852,121,50,7,29,31,18,13
1608505000,LORETO,4192,1496,420,106,35,1,22,11,8,9
1608506000,SAN JOSE,11678,962,233,69,42,2,13,11,12,17
1608507000,TUBAJON,3084,1899,302,44,13,2,7,2,3,0
0401001000,AGONCILLO,11382,9435,987,869,952,7,24,22,25,35
0401002000,ALITAGTAG,7290,7219,228,1117,443,8,37,21,16,8
0401003000,BALAYAN,21498,19343,4394,2014,1410,57,79,76,76,58
0401004000,BALETE,6245,5027,516,1182,176,6,11,6,21,4
0401005000,BATANGAS CITY,80201,86247,2953,8659,5102,183,192,269,167,151
0401006000,BAUAN,23147,21204,613,4018,1018,26,51,61,41,23
0401007000,CALACA,21720,25409,1314,2181,1266,26,72,77,77,33
0401008000,CALATAGAN,12447,12130,1233,2128,872,18,67,66,72,36
0401009000,CUENCA,10755,8683,406,1827,689,31,23,19,22,30
0401010000,IBAAN,14479,17059,583,1756,885,15,35,45,38,20
0401011000,LAUREL,11667,8596,1141,938,705,8,25,40,27,8
0401012000,LEMERY,19934,22277,990,2403,1020,39,77,62,48,23
0401013000,LIAN,14534,11426,938,1859,1228,32,53,59,46,34
0401014000,CITY OF LIPA,91643,77626,2703,13484,4989,239,245,250,189,92
0401015000,LOBO,11066,9659,774,1268,564,10,58,32,21,14
0401016000,MABINI,13141,11648,484,1074,583,42,23,121,31,41
0401017000,MALVAR,17187,10898,626,1561,886,12,44,53,29,23
0401018000,MATAAS NA KAHOY,9858,6611,250,784,470,8,14,23,17,8
0401019000,NASUGBU,32797,25976,1847,3807,2856,83,189,134,127,85
0401020000,PADRE GARCIA,10384,15700,350,861,691,12,30,28,36,11
0401021000,ROSARIO,30116,33394,1601,3463,2111,51,151,144,97,47
0401022000,SAN JOSE,19410,20977,706,3456,1415,21,69,49,101,30
0401023000,SAN JUAN,23765,28222,1867,4911,1997,35,109,103,54,44
0401024000,SAN LUIS,9575,10120,259,1075,618,8,18,23,21,15
0401025000,SAN NICOLAS,6749,5550,262,1095,253,5,19,22,18,6
0401026000,SAN PASCUAL,16268,15463,492,2174,863,13,39,36,36,23
0401027000,SANTA TERESITA,4196,5960,147,942,221,2,9,10,10,4
0401028000,CITY OF STO. TOMAS,51972,32653,2265,5032,2468,50,117,136,194,79
0401029000,TAAL,14569,15059,584,1647,619,13,46,52,37,19
0401030000,TALISAY,11943,9683,752,2199,505,21,21,35,34,23
0401031000,CITY OF TANAUAN,65462,40046,2757,5426,3527,254,146,200,152,75
0401032000,TAYSAN,10588,10616,523,1571,867,6,36,38,42,51
0401033000,TINGLOY,4077,4621,159,493,113,5,11,13,7,5
0401034000,TUY,9906,11629,586,1285,813,6,48,36,40,21
0402101000,ALFONSO,16472,9873,568,1105,2954,28,28,45,26,40
0402102000,AMADEO,13123,7730,293,898,2134,7,32,35,19,11
0402103000,CITY OF BACOOR,132673,72106,5394,11172,7374,265,169,339,239,173
0402104000,CARMONA,27042,11959,655,1465,6050,15,44,48,41,30
0402105000,CITY OF CAVITE,38153,11675,688,3427,2789,69,73,77,44,38
0402106000,CITY OF DASMARIÑAS,205592,93586,7182,13887,9799,607,450,477,322,280
0402107000,GENERAL EMILIO AGUINALDO,9354,2932,186,421,941,13,11,21,21,6
0402108000,CITY OF GENERAL TRIAS,86956,35706,2789,5933,7274,123,87,167,95,107
0402109000,CITY OF IMUS,97938,62342,3069,9318,9153,194,192,260,142,161
0402110000,INDANG,20882,10774,620,1543,4134,14,29,47,34,39
0402111000,KAWIT,31550,12458,974,2337,2241,28,61,74,40,31
0402112000,MAGALLANES,8599,3126,321,345,1036,6,16,21,19,9
0402113000,MARAGONDON,17025,6396,462,776,2272,13,36,27,33,23
0402114000,MENDEZ,10971,6467,295,787,1352,9,22,31,16,8
0402115000,NAIC,48476,14217,2612,3235,4127,165,71,95,75,46
0402116000,NOVELETA,16513,6401,419,1732,1290,16,35,42,22,18
0402117000,ROSARIO,41335,16645,1442,2815,3053,238,84,99,110,41
0402118000,SILANG,74628,31741,2207,4414,8242,123,101,134,97,82
0402119000,CITY OF TAGAYTAY,27627,11136,658,1265,1569,63,67,57,53,26
0402120000,TANZA,77217,31175,4086,5508,5960,112,109,132,118,122
0402121000,TERNATE,10147,2587,538,398,572,13,17,12,17,9
0402122000,CITY OF TRECE MARTIRES,58562,20910,3224,4257,3200,189,93,129,93,94
0402123000,GEN. MARIANO ALVAREZ,50833,15956,1372,3446,4161,68,72,116,70,82
0403401000,ALAMINOS,14624,10396,732,1096,769,15,51,75,37,19
0403402000,BAY,21392,10699,763,1451,1022,24,49,34,57,40
0403403000,CITY OF BIÑAN,106135,51317,3448,7118,4444,210,257,250,186,115
0403404000,CITY OF CABUYAO,113698,50086,3664,8773,4071,181,129,260,162,95
0403405000,CITY OF CALAMBA,147468,70185,4508,11728,6118,423,290,381,235,195
0403406000,CALAUAN,23703,10460,1067,1745,940,27,51,84,65,33
0403407000,CAVINTI,7953,5420,529,1016,589,6,35,49,35,20
0403408000,FAMY,6823,2960,277,709,302,9,22,17,20,12
0403409000,KALAYAAN,7858,3916,664,1041,327,13,28,28,30,8
0403410000,LILIW,10528,8248,586,1649,636,12,45,66,38,22
0403411000,LOS BAÑOS,33491,22327,1105,2441,1763,24,67,88,71,43
0403412000,LUISIANA,5567,5200,518,1036,416,4,17,29,24,19
0403413000,LUMBAN,10888,5890,434,1192,577,6,34,41,22,10
0403414000,MABITAC,6915,3730,261,782,458,4,20,21,16,10
0403415000,MAGDALENA,8130,4709,496,1122,338,4,60,34,33,20
0403416000,MAJAYJAY,8964,6129,498,1245,322,8,54,31,37,16
0403417000,NAGCARLAN,18431,14369,1101,2795,1196,15,78,70,69,44
0403418000,PAETE,7702,4782,427,1161,414,8,13,29,37,20
0403419000,PAGSANJAN,14219,6917,710,1937,713,14,60,54,56,28
0403420000,PAKIL,7910,3427,389,958,394,5,16,26,18,18
0403421000,PANGIL,7403,3795,497,1099,415,13,27,23,28,5
0403422000,PILA,17885,7821,539,1590,959,20,50,36,71,23
0403423000,RIZAL,5504,4481,222,678,395,3,20,22,17,11
0403424000,CITY OF SAN PABLO,65674,50729,3090,6526,4552,107,200,207,173,139
0403425000,CITY OF SAN PEDRO,84070,45779,2923,6708,3653,98,106,217,122,82
0403426000,SANTA CRUZ,36007,19264,1576,6044,2074,124,113,107,70,58
0403427000,SANTA MARIA,10157,5921,396,2332,429,10,22,38,29,53
0403428000,CITY OF SANTA ROSA,105560,57527,3450,7940,4020,245,275,262,253,153
0403429000,SINILOAN,10987,7275,667,1636,677,42,33,42,28,20
0403430000,VICTORIA,14129,7172,799,1331,456,16,76,34,62,37
0405601000,AGDANGAN,2734,4365,284,343,192,4,9,11,14,9
0405602000,ALABAT,2605,5164,1182,308,266,6,14,15,15,5
0405603000,ATIMONAN,13024,15027,998,1303,754,16,45,51,34,22
0405605000,BUENAVISTA,3928,11181,741,244,299,10,61,39,25,9
0405606000,BURDEOS,2518,5769,2053,485,237,6,66,49,54,16
0405607000,CALAUAG,11945,23227,1294,878,774,25,81,52,53,17
0405608000,CANDELARIA,32302,31261,1176,3241,1827,50,86,71,60,69
0405610000,CATANAUAN,8673,25699,982,746,584,11,183,67,64,22
0405615000,DOLORES,8063,8108,382,699,574,6,33,15,41,9
0405616000,GENERAL LUNA,4275,9282,483,298,227,4,36,18,9,11
0405617000,GENERAL NAKAR,8925,7844,2253,620,294,18,92,78,40,27
0405618000,GUINAYANGAN,5945,16062,365,365,264,13,61,29,20,11
0405619000,GUMACA,13424,20819,1206,1102,892,22,55,56,35,32
0405620000,INFANTA,15770,18175,1800,1675,960,47,61,65,47,64
0405621000,JOMALIG,1396,1791,412,159,49,7,23,25,5,9
0405622000,LOPEZ,15618,30326,1381,1371,898,22,85,73,71,36
0405623000,LUCBAN,13946,11694,864,1748,953,26,31,41,39,47
0431200000,CITY OF LUCENA,70974,72418,3650,6480,4346,168,208,212,194,120
0405625000,MACALELON,4005,9009,612,337,267,11,43,32,33,11
0405627000,MAUBAN,15663,16956,1820,1625,757,30,62,70,75,40
0405628000,MULANAY,8071,18939,1079,617,439,15,76,48,55,23
0405629000,PADRE BURGOS,5902,6033,471,475,315,7,25,19,8,6
0405630000,PAGBILAO,16095,18139,1853,1562,1469,34,59,58,52,34
0405631000,PANUKULAN,2789,3886,1698,392,199,9,38,29,18,16
0405632000,PATNANUNGAN,1922,2954,1511,292,111,6,37,54,16,13
0405633000,PEREZ,2196,4492,511,224,151,6,25,14,19,3
0405634000,PITOGO,4808,8128,531,488,335,12,26,18,25,12
0405635000,PLARIDEL,2799,4035,176,239,168,1,11,10,9,2
0405636000,POLILLO,5906,8464,1227,806,270,19,54,64,45,30
0405637000,QUEZON,2347,5965,552,267,154,1,19,12,4,3
0405638000,REAL,9586,7599,1089,613,338,12,36,32,20,14
0405639000,SAMPALOC,3889,3650,171,335,257,7,20,16,12,4
0405640000,SAN ANDRES,5180,6213,3289,223,131,6,47,51,29,17
0405641000,SAN ANTONIO,9251,10353,357,696,482,5,14,26,21,14
0405642000,SAN FRANCISCO,9966,12435,7458,527,368,29,98,77,58,29
0405644000,SAN NARCISO,5760,14926,2278,355,299,11,65,43,31,16
0405645000,SARIAYA,30523,45409,1776,2661,1995,29,117,82,94,51
0405646000,TAGKAWAYAN,7643,19414,594,545,469,19,74,72,64,27
0405647000,CITY OF TAYABAS,21530,29417,1384,2677,1861,23,72,95,67,44
0405648000,TIAONG,24788,27367,1236,2116,1345,22,76,74,68,57
0405649000,UNISAN,5709,7978,575,568,348,11,24,19,19,11
0405801000,ANGONO,32918,18143,1311,2859,1431,54,38,105,75,46
0405802000,CITY OF ANTIPOLO,198511,101682,8891,14372,18495,359,310,622,384,313
0405803000,BARAS,22075,7442,1067,1327,513,16,29,37,41,27
0405804000,BINANGONAN,67687,32588,2216,6407,2971,107,71,197,92,81
0405805000,CAINTA,70541,51988,2808,5941,3943,116,115,294,122,81
0405806000,CARDONA,17252,7580,453,1104,572,10,25,43,33,23
0405807000,JALA-JALA,12357,4515,345,954,380,16,19,29,29,14
0405808000,RODRIGUEZ,110647,36222,5618,6960,3196,295,154,231,245,160
0405809000,MORONG,21349,10267,879,1569,951,24,28,71,39,24
0405810000,PILILLA,20878,8067,848,1546,792,12,38,49,41,26
0405811000,SAN MATEO,58007,27768,1822,4381,2666,82,108,173,86,72
0405812000,TANAY,38777,12564,1397,2374,1234,100,66,73,80,53
0405813000,TAYTAY,70450,43211,3557,5908,3516,241,95,222,186,98
0405814000,TERESA,24195,9362,1183,1888,918,22,49,100,50,46
1704001000,BOAC,14411,13405,1808,1994,897,15,87,98,55,28
1704002000,BUENAVISTA,5937,4391,1262,914,285,16,64,47,35,35
1704003000,GASAN,9457,6927,1527,1628,419,17,50,34,31,29
1704004000,MOGPOG,8061,7347,1535,1470,615,14,49,59,33,16
1704005000,SANTA CRUZ,11402,15150,1875,2820,1065,18,82,120,71,22
1704006000,TORRIJOS,6010,7159,1858,981,533,14,84,69,51,41
1705101000,ABRA DE ILOG,5687,5963,2983,544,272,8,48,25,26,35
1705102000,CALINTAAN,8301,3411,1151,513,546,11,32,28,17,24
1705103000,LOOC,2386,3272,134,260,124,0,7,2,12,10
1705104000,LUBANG,4081,6008,195,454,305,7,30,12,25,3
1705105000,MAGSAYSAY,8230,6822,2579,623,761,16,46,26,35,23
1705106000,MAMBURAO,10391,9223,1899,2222,396,24,62,42,30,91
1705107000,PALUAN,4512,4305,1069,585,175,3,53,22,16,16
1705108000,RIZAL,9429,7150,1451,619,1149,13,87,38,51,39
1705109000,SABLAYAN,26351,9114,2972,2115,738,40,81,55,74,68
1705110000,SAN JOSE,33939,23518,5005,3306,3762,73,131,132,132,88
1705111000,SANTA CRUZ,10080,5535,2838,606,342,15,222,26,49,25
1705201000,BACO,8036,7750,3059,818,534,10,43,55,47,20
1705202000,BANSUD,8216,10160,1716,498,321,13,36,45,35,13
1705203000,BONGABONG,14354,13250,5883,1377,783,23,74,88,68,34
1705204000,BULALACAO,7300,4670,7402,498,228,11,39,35,39,15
1705205000,CITY OF CALAPAN,35693,33991,3076,4498,2028,64,81,154,80,62
1705206000,GLORIA,11526,11007,1593,1017,652,28,34,48,40,17
1705207000,MANSALAY,10632,7099,5669,834,491,20,45,43,63,29
1705208000,NAUJAN,21138,24713,2712,1835,931,18,86,400,65,34
1705209000,PINAMALAYAN,18919,16533,2701,1701,1283,13,47,65,50,32
1705210000,POLA,6672,8493,2321,675,411,12,46,41,26,13
1705211000,PUERTO GALERA,9047,9026,1866,1026,311,99,27,31,24,15
1705212000,ROXAS,16524,9408,2763,1931,528,13,39,63,31,22
1705213000,SAN TEODORO,2926,3774,2151,302,214,13,18,21,15,12
1705214000,SOCORRO,7961,9905,1204,615,577,4,31,32,35,17
1705215000,VICTORIA,13946,9228,1495,1006,607,10,32,77,33,26
1705301000,ABORLAN,9583,5934,5433,804,594,53,63,47,47,44
1705302000,AGUTAYA,1715,2048,2007,137,63,21,17,9,20,8
1705303000,ARACELI,2825,2488,1664,380,161,12,17,16,23,5
1705304000,BALABAC,8838,2070,4732,576,149,359,150,66,123,86
1705305000,BATARAZA,21184,4685,8279,996,411,514,243,110,108,89
1705306000,BROOKE'S POINT,19316,9257,7529,1551,639,272,148,100,152,123
1705307000,BUSUANGA,5089,4292,2158,1159,323,10,48,27,46,17
1705308000,CAGAYANCILLO,2171,1217,372,52,20,6,5,4,6,3
1705309000,CORON,12919,7074,6203,3591,720,133,125,45,89,44
1705310000,CUYO,4189,4550,1775,1050,298,8,36,31,26,7
1705311000,DUMARAN,3118,3634,4854,270,174,20,37,22,27,22
1705312000,EL NIDO,13125,7351,6062,915,556,100,109,70,114,57
1705313000,LINAPACAN,2518,1704,2939,379,120,15,32,12,24,13
1705314000,MAGSAYSAY,1986,2944,669,626,175,3,24,8,15,7
1705315000,NARRA,22187,8573,5042,1492,838,147,61,69,89,57
1731500000,CITY OF PUERTO PRINCESA,73506,33604,16886,4618,3153,333,190,188,172,153
1705317000,QUEZON,12032,4515,11897,921,473,145,117,67,86,75
1705318000,ROXAS,12020,13474,8259,1183,699,55,113,55,89,78
1705319000,SAN VICENTE,8349,4312,5188,458,315,29,91,29,102,29
1705320000,TAYTAY,12652,11580,14206,1254,598,87,196,84,253,87
1705321000,KALAYAAN,233,116,21,14,5,0,2,1,2,0
1705322000,CULION,4058,4309,2064,536,227,8,44,26,30,26
1705323000,RIZAL,9219,4140,8315,484,240,187,69,68,79,60
1705324000,SOFRONIO ESPAÑOLA,6815,3813,6505,505,261,240,87,44,38,52
1705901000,ALCANTARA,4566,2921,1163,411,206,9,14,9,13,22
1705902000,BANTON,1216,1575,18,153,88,0,6,3,5,2
1705903000,CAJIDIOCAN,5193,4299,779,758,294,10,31,21,17,14
1705904000,CALATRAVA,3219,2296,342,326,188,3,34,14,13,25
1705905000,CONCEPCION,1378,1097,38,102,95,1,4,2,3,2
1705906000,CORCUERA,2328,2261,233,251,154,5,10,10,0,11
1705907000,LOOC,5252,4990,954,756,220,3,46,14,14,11
1705908000,MAGDIWANG,3528,2995,498,616,170,4,21,20,32,30
1705909000,ODIONGAN,11197,11916,1433,1351,1044,23,41,22,34,39
1705910000,ROMBLON,8095,7576,1605,2577,1819,18,43,68,40,28
1705911000,SAN AGUSTIN,5477,5439,757,658,280,6,37,19,11,43
1705912000,SAN ANDRES,4256,3154,1058,638,278,6,19,17,23,15
1705913000,SAN FERNANDO,5484,5354,620,848,200,11,24,24,19,64
1705914000,SAN JOSE,2175,2843,455,333,90,2,10,4,6,7
1705915000,SANTA FE,3556,3339,1390,579,125,4,17,15,14,10
1705916000,FERROL,1737,1677,320,264,140,2,6,7,8,13
1705917000,SANTA MARIA,2470,1410,782,274,120,2,11,5,4,11
0990101000,CITY OF ISABELA,37442,9533,1433,1647,402,1077,208,82,79,48
1900702000,CITY OF LAMITAN,25603,11942,1144,819,167,466,96,25,40,28
1900703000,LANTAWAN,8756,2922,282,251,37,123,49,9,21,5
1900704000,MALUSO,15219,4674,423,309,39,272,66,16,28,7
1900705000,SUMISIP,10075,7360,127,90,16,168,39,7,26,4
1900706000,TIPO-TIPO,6910,2247,170,183,47,509,43,6,19,9
1900707000,TUBURAN,1771,3249,2,24,1,53,13,0,6,0
1900708000,AKBAR,5565,303,13,15,1,43,5,0,4,0
1900709000,AL-BARKA,5785,1570,88,66,10,488,20,5,30,5
1900710000,HADJI MOHAMMAD AJUL,5912,3443,31,153,3,217,12,3,17,2
1900711000,UNGKAYA PUKAN,6815,650,128,107,14,288,21,5,19,8
1900712000,HADJI MUHTAMAD,6424,648,230,156,13,129,14,4,20,10
1900713000,TABUAN-LASA,10844,2970,3,3,0,90,0,0,6,0
1903601000,BACOLOD-KALAWI,867,3464,55,644,9,2136,3,1,8,2
1903602000,BALABAGAN,6662,2283,268,360,214,3536,35,10,22,12
1903603000,BALINDONG,1840,2348,141,882,47,9662,29,17,23,15
1903604000,BAYANG,1153,3559,87,931,48,5901,25,12,18,8
1903605000,BINIDAYAN,1668,684,28,435,19,3938,24,10,8,5
1903606000,BUBONG,1444,2845,111,809,34,6629,16,22,26,14
1903607000,BUTIG,1929,2744,48,370,15,2839,17,1,53,6
1903609000,GANASSI,1035,2133,1197,530,33,4288,8,15,12,6
1903610000,KAPAI,6806,316,8,48,8,453,0,0,0,1
1903611000,LUMBA-BAYABAO,5146,3318,38,739,15,4493,3,7,6,9
1903612000,LUMBATAN,1590,3488,37,490,37,4153,4,4,15,11
1903613000,MADALUM,2203,3127,49,619,11,4465,5,8,9,8
1903614000,MADAMBA,3717,1333,47,871,42,2366,13,11,8,6
1903615000,MALABANG,6384,6576,405,1405,225,9174,86,41,44,19
1903616000,MARANTAO,1450,3707,96,1284,41,17673,29,21,27,10
1903617000,CITY OF MARAWI,7590,17495,585,6193,202,27176,80,66,185,48
1903618000,MASIU,2762,2146,50,405,36,4950,17,16,21,13
1903619000,MULONDO,803,2530,64,917,16,3974,12,12,10,6
1903620000,PAGAYAWAN,2506,897,44,184,10,3653,14,3,15,3
1903621000,PIAGAPO,6711,3282,16,422,18,3598,5,0,4,5
1903622000,POONA BAYABAO,7546,3553,7,193,13,620,0,0,3,0
1903623000,PUALAS,701,2124,98,545,22,2646,12,5,8,3
1903624000,DITSAAN-RAMAIN,1946,4083,186,1389,67,8457,48,31,22,18
1903625000,SAGUIARAN,1622,4409,129,1491,30,7775,39,30,21,16
1903626000,TAMPARAN,2231,3903,103,1348,38,6331,31,10,24,4
1903627000,TARAKA,246,8295,8,381,5,739,0,2,0,0
1903628000,TUBARAN,921,430,42,129,16,2040,24,8,11,9
1903629000,TUGAYA,2999,2362,42,595,9,4733,7,5,10,3
1903630000,WAO,17637,6112,2556,954,313,1040,102,119,75,57
1903631000,MAROGONG,689,1013,134,312,47,4636,39,13,44,12
1903632000,CALANOGAS,4644,647,6,89,4,757,4,2,7,0
1903633000,BUADIPOSO-BUNTONG,888,3698,41,631,19,3956,14,4,22,7
1903634000,MAGUING,898,6240,69,779,10,2459,10,8,16,15
1903635000,PICONG,5747,2948,111,415,44,2538,20,3,10,2
1903636000,LUMBAYANAGUE,5251,1302,7,217,2,1005,5,0,10,1
1903637000,AMAI MANABILANG,4282,984,4,8,5,456,1,0,0,1
1903638000,TAGOLOAN,11871,2757,41,1298,11,907,5,4,10,3
1903639000,KAPATAGAN,10137,976,25,120,3,524,0,0,6,0
1903640000,SULTAN DUMALONDONG,204,1352,21,194,9,1141,9,1,12,1
1903641000,LUMBACA-UNAYAN,429,863,53,254,12,2314,15,3,11,15
1908801000,AMPATUAN,8469,2537,375,374,114,170,24,10,29,12
1908702000,BULDON,12401,3385,77,72,13,807,10,1,17,3
1908802000,BULUAN,583,23023,45,465,10,105,12,4,22,6
1908703000,CITY OF COTABATO,30751,28099,767,4750,694,1150,209,118,111,34
1908806000,DATU PAGLAS,10355,6593,154,1162,30,430,33,15,38,14
1908807000,DATU PIANG,2429,3981,159,882,80,238,81,35,34,20
1908705000,DATU ODIN SINSUAT,29103,14436,410,1580,164,437,129,50,89,38
1908820000,SHARIFF AGUAK,10749,4252,198,730,38,249,36,8,27,9
1908707000,MATANOG,5057,8220,21,361,14,928,39,3,5,0
1908816000,PAGALUNGAN,5260,11469,209,504,15,186,35,19,32,5
1908709000,PARANG,25370,12648,367,863,145,821,39,12,39,18
1908710000,SULTAN KUDARAT,18128,14411,229,1741,126,765,114,37,88,29
1908823000,SULTAN SA BARONGIS,1897,5494,134,725,69,116,52,18,53,13
1908706000,KABUNTALAN,5743,4732,33,588,14,195,12,2,3,2
1908713000,UPI,17423,7022,3317,674,292,227,200,51,108,40
1908824000,TALAYAN,14487,1721,24,340,3,141,3,3,7,5
